"Step","phase1-reasoning - tech/lr","phase1-reasoning - tech/lr__MIN","phase1-reasoning - tech/lr__MAX"
"73","0.00004749016102658096","0.00004749016102658096","0.00004749016102658096"
"74","0.00004742119386779164","0.00004742119386779164","0.00004742119386779164"
"75","0.00004735134353257403","0.00004735134353257403","0.00004735134353257403"
"76","0.00004728061277849978","0.00004728061277849978","0.00004728061277849978"
"78","0.00004720900439789794","0.00004720900439789794","0.00004720900439789794"
"79","0.00004713652121774476","0.00004713652121774476","0.00004713652121774476"
"80","0.00004706316609955209","0.00004706316609955209","0.00004706316609955209"
"81","0.000046988941939254376","0.000046988941939254376","0.000046988941939254376"
"82","0.000046913851667094395","0.000046913851667094395","0.000046913851667094395"
"83","0.00004683789824750751","0.00004683789824750751","0.00004683789824750751"
"84","0.00004676108467900467","0.00004676108467900467","0.00004676108467900467"
"85","0.00004668341399405403","0.00004668341399405403","0.00004668341399405403"
"86","0.000046604889258961236","0.000046604889258961236","0.000046604889258961236"
"87","0.000046525513573748395","0.000046525513573748395","0.000046525513573748395"
"88","0.00004644529007203163","0.00004644529007203163","0.00004644529007203163"
"89","0.000046364221920897415","0.000046364221920897415","0.000046364221920897415"
"90","0.000046282312320777566","0.000046282312320777566","0.000046282312320777566"
"91","0.000046199564505322826","0.000046199564505322826","0.000046199564505322826"
"92","0.00004611598174127528","0.00004611598174127528","0.00004611598174127528"
"93","0.00004603156732833932","0.00004603156732833932","0.00004603156732833932"
"94","0.000045946324599051445","0.000045946324599051445","0.000045946324599051445"
"95","0.000045860256918648626","0.000045860256918648626","0.000045860256918648626"
"96","0.00004577336768493553","0.00004577336768493553","0.00004577336768493553"
"97","0.000045685660328150314","0.000045685660328150314","0.000045685660328150314"
"98","0.000045597138310829265","0.000045597138310829265","0.000045597138310829265"
"99","0.00004550780512767004","0.00004550780512767004","0.00004550780512767004"
"100","0.000045417664305393743","0.000045417664305393743","0.000045417664305393743"
"101","0.000045326719402605696","0.000045326719402605696","0.000045326719402605696"
"102","0.00004523497400965494","0.00004523497400965494","0.00004523497400965494"
"104","0.00004514243174849249","0.00004514243174849249","0.00004514243174849249"
"105","0.000045049096272528376","0.000045049096272528376","0.000045049096272528376"
"106","0.000044954971266487346","0.000044954971266487346","0.000044954971266487346"
"107","0.00004486006044626349","0.00004486006044626349","0.00004486006044626349"
"108","0.00004476436755877347","0.00004476436755877347","0.00004476436755877347"
"109","0.00004466789638180864","0.00004466789638180864","0.00004466789638180864"
"110","0.00004457065072388587","0.00004457065072388587","0.00004457065072388587"
"111","0.00004447263442409724","0.00004447263442409724","0.00004447263442409724"
"112","0.00004437385135195842","0.00004437385135195842","0.00004437385135195842"
"113","0.00004427430540725594","0.00004427430540725594","0.00004427430540725594"
"114","0.00004417400051989328","0.00004417400051989328","0.00004417400051989328"
"115","0.00004407294064973563","0.00004407294064973563","0.00004407294064973563"
"116","0.000043971129786453614","0.000043971129786453614","0.000043971129786453614"
"117","0.0000438685719493658","0.0000438685719493658","0.0000438685719493658"
"118","0.00004376527118727997","0.00004376527118727997","0.00004376527118727997"
"119","0.00004366123157833335","0.00004366123157833335","0.00004366123157833335"
"120","0.000043556457229831546","0.000043556457229831546","0.000043556457229831546"
"121","0.00004345095227808644","0.00004345095227808644","0.00004345095227808644"
"122","0.00004334472088825288","0.00004334472088825288","0.00004334472088825288"
"123","0.00004323776725416422","0.00004323776725416422","0.00004323776725416422"
"124","0.000043130095598166816","0.000043130095598166816","0.000043130095598166816"
"125","0.000043021710170953274","0.000043021710170953274","0.000043021710170953274"
"126","0.00004291261525139469","0.00004291261525139469","0.00004291261525139469"
"127","0.000042802815146371675","0.000042802815146371675","0.000042802815146371675"
"128","0.000042692314190604364","0.000042692314190604364","0.000042692314190604364"
"130","0.000042581116746481295","0.000042581116746481295","0.000042581116746481295"
"131","0.00004246922720388715","0.00004246922720388715","0.00004246922720388715"
"132","0.00004235664998002949","0.00004235664998002949","0.00004235664998002949"
"133","0.000042243389519264346","0.000042243389519264346","0.000042243389519264346"
"134","0.000042129450292920785","0.000042129450292920785","0.000042129450292920785"
"135","0.00004201483679912436","0.00004201483679912436","0.00004201483679912436"
"136","0.00004189955356261956","0.00004189955356261956","0.00004189955356261956"
"137","0.00004178360513459117","0.00004178360513459117","0.00004178360513459117"
"138","0.00004166699609248458","0.00004166699609248458","0.00004166699609248458"
"139","0.000041549731039825115","0.000041549731039825115","0.000041549731039825115"
"140","0.00004143181460603626","0.00004143181460603626","0.00004143181460603626"
"141","0.000041313251446256925","0.000041313251446256925","0.000041313251446256925"
"142","0.000041194046241157644","0.000041194046241157644","0.000041194046241157644"
"143","0.000041074203696755786","0.000041074203696755786","0.000041074203696755786"
"144","0.00004095372854422981","0.00004095372854422981","0.00004095372854422981"
"145","0.00004083262553973246","0.00004083262553973246","0.00004083262553973246"
"146","0.00004071089946420298","0.00004071089946420298","0.00004071089946420298"
"147","0.00004058855512317841","0.00004058855512317841","0.00004058855512317841"
"148","0.00004046559734660384","0.00004046559734660384","0.00004046559734660384"
"149","0.00004034203098864177","0.00004034203098864177","0.00004034203098864177"
"150","0.00004021786092748041","0.00004021786092748041","0.00004021786092748041"
"151","0.00004009309206514117","0.00004009309206514117","0.00004009309206514117"
"152","0.0000399677293272851","0.0000399677293272851","0.0000399677293272851"
"153","0.00003984177766301843","0.00003984177766301843","0.00003984177766301843"
"154","0.00003971524204469721","0.00003971524204469721","0.00003971524204469721"
"156","0.00003958812746773098","0.00003958812746773098","0.00003958812746773098"
"157","0.00003946043895038558","0.00003946043895038558","0.00003946043895038558"
"158","0.00003933218153358504","0.00003933218153358504","0.00003933218153358504"
"159","0.00003920336028071258","0.00003920336028071258","0.00003920336028071258"
"160","0.00003907398027741066","0.00003907398027741066","0.00003907398027741066"
"161","0.000038944046631380295","0.000038944046631380295","0.000038944046631380295"
"162","0.00003881356447217934","0.00003881356447217934","0.00003881356447217934"
"163","0.000038682538951020016","0.000038682538951020016","0.000038682538951020016"
"164","0.00003855097524056555","0.00003855097524056555","0.00003855097524056555"
"165","0.00003841887853472597","0.00003841887853472597","0.00003841887853472597"
"166","0.000038286254048453016","0.000038286254048453016","0.000038286254048453016"
"167","0.00003815310701753433","0.00003815310701753433","0.00003815310701753433"
"168","0.0000380194426983867","0.0000380194426983867","0.0000380194426983867"
"169","0.000037885266367848596","0.000037885266367848596","0.000037885266367848596"
"170","0.00003775058332297177","0.00003775058332297177","0.00003775058332297177"
"171","0.00003761539888081223","0.00003761539888081223","0.00003761539888081223"
"172","0.0000374797183782203","0.0000374797183782203","0.0000374797183782203"
"173","0.000037343547171629876","0.000037343547171629876","0.000037343547171629876"
"174","0.000037206890636847045","0.000037206890636847045","0.000037206890636847045"
"175","0.0000370697541688378","0.0000370697541688378","0.0000370697541688378"
"176","0.000036932143181515084","0.000036932143181515084","0.000036932143181515084"
"177","0.00003679406310752505","0.00003679406310752505","0.00003679406310752505"
"178","0.000036655519398032586","0.000036655519398032586","0.000036655519398032586"
"179","0.000036516517522506126","0.000036516517522506126","0.000036516517522506126"
"180","0.00003637706296850169","0.00003637706296850169","0.00003637706296850169"
"182","0.000036237161241446314","0.000036237161241446314","0.000036237161241446314"
"183","0.0000360968178644206","0.0000360968178644206","0.0000360968178644206"
"184","0.00003595603837794078","0.00003595603837794078","0.00003595603837794078"
"185","0.00003581482833973993","0.00003581482833973993","0.00003581482833973993"
"186","0.000035673193324548565","0.000035673193324548565","0.000035673193324548565"
"187","0.00003553113892387457","0.00003553113892387457","0.00003553113892387457"
"188","0.000035388670745782444","0.000035388670745782444","0.000035388670745782444"
"189","0.000035245794414671916","0.000035245794414671916","0.000035245794414671916"
"190","0.000035102515571055883","0.000035102515571055883","0.000035102515571055883"
"191","0.00003495883987133778","0.00003495883987133778","0.00003495883987133778"
"192","0.000034814772987588206","0.000034814772987588206","0.000034814772987588206"
"193","0.000034670320607321045","0.000034670320607321045","0.000034670320607321045"
"194","0.00003452548843326894","0.00003452548843326894","0.00003452548843326894"
"195","0.00003438028218315812","0.00003438028218315812","0.00003438028218315812"
"196","0.00003423470758948272","0.00003423470758948272","0.00003423470758948272"
"197","0.00003408877039927842","0.00003408877039927842","0.00003408877039927842"
"198","0.000033942476373895606","0.000033942476373895606","0.000033942476373895606"
"199","0.00003379583128877191","0.00003379583128877191","0.00003379583128877191"
"200","0.0000336488409332042","0.0000336488409332042","0.0000336488409332042"
"201","0.00003350151111012003","0.00003350151111012003","0.00003350151111012003"
"202","0.00003335384763584852","0.00003335384763584852","0.00003335384763584852"
"203","0.00003320585633989083","0.00003320585633989083","0.00003320585633989083"
"204","0.000033057543064689876","0.000033057543064689876","0.000033057543064689876"
"205","0.00003290891366539986","0.00003290891366539986","0.00003290891366539986"
"206","0.00003275997400965494","0.00003275997400965494","0.00003275997400965494"
"208","0.00003261072997733771","0.00003261072997733771","0.00003261072997733771"
"209","0.00003246118746034702","0.00003246118746034702","0.00003246118746034702"
"210","0.00003231135236236539","0.00003231135236236539","0.00003231135236236539"
"211","0.00003216123059862591","0.00003216123059862591","0.00003216123059862591"
"212","0.000032010828095678773","0.000032010828095678773","0.000032010828095678773"
"213","0.00003186015079115727","0.00003186015079115727","0.00003186015079115727"
"214","0.00003170920463354338","0.00003170920463354338","0.00003170920463354338"
"215","0.000031557995581932924","0.000031557995581932924","0.000031557995581932924"
"216","0.00003140652960580039","0.00003140652960580039","0.00003140652960580039"
"217","0.00003125481268476312","0.00003125481268476312","0.00003125481268476312"
"218","0.000031102850808345415","0.000031102850808345415","0.000031102850808345415"
"219","0.00003095064997574194","0.00003095064997574194","0.00003095064997574194"
"220","0.00003079821619558094","0.00003079821619558094","0.00003079821619558094"
"221","0.000030645555485687066","0.000030645555485687066","0.000030645555485687066"
"222","0.000030492673872843742","0.000030492673872843742","0.000030492673872843742"
"223","0.00003033957739255527","0.00003033957739255527","0.00003033957739255527"
"224","0.00003018627208880854","0.00003018627208880854","0.00003018627208880854"
"225","0.000030032764013834457","0.000030032764013834457","0.000030032764013834457"
"226","0.000029879059227868964","0.000029879059227868964","0.000029879059227868964"
"227","0.00002972516379891383","0.00002972516379891383","0.00002972516379891383"
"228","0.000029571083802497075","0.000029571083802497075","0.000029571083802497075"
"229","0.000029416825321433138","0.000029416825321433138","0.000029416825321433138"
"230","0.000029262394445582705","0.000029262394445582705","0.000029262394445582705"
"231","0.000029107797271612347","0.000029107797271612347","0.000029107797271612347"
"232","0.00002895303990275376","0.00002895303990275376","0.00002895303990275376"
